1,0,63,61
2,-63,30,27
3,-33,33,74
4,0,33,74
5,33,33,74
6,63,30,27
7,-70,0,-3
8,-63,0,61
9,-33,0,61
10,0,0,88
11,33,0,61
12,63,0,61
13,70,0,-3
14,-63,-30,27
15,-33,-33,74
16,0,-33,74
17,33,-33,74
18,63,-30,27
19,-33,-59,44
20,0,-63,61
21,33,-59,44
22,0,-70,-3
23,-100,-100,-100
24,-100,-100,-100
25,-100,-100,-100
